"SNP1"	-0.132366
"SNP2"	-0.132366
"SNP3"	-0.132366
"SNP4"	-0.132366
"SNP5"	-0.132366
"SNP6"	-0.132366
"SNP7"	-0.132366
"SNP8"	-0.132366
"SNP9"	-0.132366
"SNP10"	-0.132366
"SNP11"	-0.132366
"SNP12"	-0.132366
"SNP13"	-0.132366
"SNP14"	-0.132366
"SNP15"	-0.132366
"SNP16"	-0.132366
"SNP17"	-0.132366
"SNP18"	-0.132366
"SNP19"	-0.132366
"SNP20"	-0.132366
"SNP21"	-0.132366
"SNP22"	-0.132366
"SNP23"	-0.132366
"SNP24"	-0.132366
"SNP25"	-0.132366
"SNP26"	-0.132366
"SNP27"	-0.132366
"SNP28"	-0.132366
"SNP29"	-0.132366
"SNP30"	-0.132366
"SNP31"	-0.132366
"SNP32"	-0.132366
"SNP33"	-0.132366
"SNP34"	-0.132366
"SNP35"	-0.132366
"SNP36"	-0.132366
"SNP37"	-0.132366
"SNP38"	-0.132366
"SNP39"	-0.132366
"SNP40"	-0.132366
"SNP41"	-0.132366
"SNP42"	-0.132366
"SNP43"	-0.132366
"SNP44"	-0.132366
"SNP45"	-0.132366
"SNP46"	-0.132366
"SNP47"	-0.132366
"SNP48"	-0.132366
"SNP49"	-0.132366
"SNP50"	-0.132366
"SNP51"	-0.132366
"SNP52"	-0.132366
"SNP53"	-0.132366
"SNP54"	-0.132366
"SNP55"	-0.132366
"SNP56"	-0.132366
"SNP57"	-0.132366
"SNP58"	-0.132366
"SNP59"	-0.132366
"SNP60"	-0.132366
"SNP61"	-0.132366
"SNP62"	-0.132366
"SNP63"	-0.132366
"SNP64"	-0.132366
"SNP65"	-0.132366
"SNP66"	-0.132366
"SNP67"	-0.132366
"SNP68"	-0.132366
"SNP69"	-0.132366
"SNP70"	-0.132366
"SNP71"	-0.132366
"SNP72"	-0.132366
"SNP73"	-0.132366
"SNP74"	-0.132366
"SNP75"	-0.132366
"SNP76"	-0.132366
"SNP77"	-0.132366
"SNP78"	-0.132366
"SNP79"	-0.132366
"SNP80"	-0.132366
"SNP81"	-0.132366
"SNP82"	-0.132366
"SNP83"	-0.132366
"SNP84"	-0.132366
"SNP85"	-0.132366
"SNP86"	-0.132366
"SNP87"	-0.132366
"SNP88"	-0.132366
"SNP89"	-0.132366
"SNP90"	-0.132366
"SNP91"	-0.132366
"SNP92"	-0.132366
"SNP93"	-0.132366
"SNP94"	-0.132366
"SNP95"	-0.132366
"SNP96"	-0.132366
"SNP97"	-0.132366
"SNP98"	-0.132366
"SNP99"	-0.132366
"SNP100"	-0.132366
"SNP101"	-0.132366
"SNP102"	-0.132366
"SNP103"	-0.132366
"SNP104"	-0.132366
"SNP105"	-0.132366
"SNP106"	-0.132366
"SNP107"	-0.132366
"SNP108"	-0.132366
"SNP109"	-0.132366
"SNP110"	-0.132366
"SNP111"	-0.132366
"SNP112"	-0.132366
"SNP113"	-0.132366
"SNP114"	-0.132366
"SNP115"	-0.132366
"SNP116"	-0.132366
"SNP117"	-0.132366
"SNP118"	-0.132366
"SNP119"	-0.132366
"SNP120"	-0.132366
"SNP121"	-0.132366
"SNP122"	-0.132366
"SNP123"	-0.132366
"SNP124"	-0.132366
"SNP125"	-0.132366
"SNP126"	-0.132366
"SNP127"	-0.132366
"SNP128"	-0.132366
"SNP129"	-0.132366
"SNP130"	-0.132366
"SNP131"	-0.132366
"SNP132"	-0.132366
"SNP133"	-0.132366
"SNP134"	-0.132366
"SNP135"	-0.132366
"SNP136"	-0.132366
"SNP137"	-0.132366
"SNP138"	-0.132366
"SNP139"	-0.132366
"SNP140"	-0.132366
"SNP141"	-0.132366
"SNP142"	-0.132366
"SNP143"	-0.132366
"SNP144"	-0.132366
"SNP145"	-0.132366
"SNP146"	-0.132366
"SNP147"	-0.132366
"SNP148"	-0.132366
"SNP149"	-0.132366
"SNP150"	-0.132366
"SNP151"	-0.132366
"SNP152"	-0.132366
"SNP153"	-0.132366
"SNP154"	-0.132366
"SNP155"	-0.132366
"SNP156"	-0.132366
"SNP157"	-0.132366
"SNP158"	-0.132366
"SNP159"	-0.132366
"SNP160"	-0.132366
"SNP161"	-0.132366
"SNP162"	-0.132366
"SNP163"	-0.132366
"SNP164"	-0.132366
"SNP165"	-0.132366
"SNP166"	-0.132366
"SNP167"	-0.132366
"SNP168"	-0.132366
"SNP169"	-0.132366
"SNP170"	-0.132366
"SNP171"	-0.132366
"SNP172"	-0.132366
"SNP173"	-0.132366
"SNP174"	-0.132366
"SNP175"	-0.132366
"SNP176"	-0.132366
"SNP177"	-0.132366
"SNP178"	-0.132366
"SNP179"	-0.132366
"SNP180"	-0.132366
"SNP181"	-0.132366
"SNP182"	-0.132366
"SNP183"	-0.132366
"SNP184"	-0.132366
"SNP185"	-0.132366
"SNP186"	-0.132366
"SNP187"	-0.132366
"SNP188"	-0.132366
"SNP189"	-0.132366
"SNP190"	-0.132366
"SNP191"	-0.132366
"SNP192"	-0.132366
"SNP193"	-0.132366
"SNP194"	-0.132366
"SNP195"	-0.132366
"SNP196"	-0.132366
"SNP197"	-0.132366
"SNP198"	-0.132366
"SNP199"	-0.132366
"SNP200"	-0.132366
"SNP201"	-0.132366
"SNP202"	-0.132366
"SNP203"	-0.132366
"SNP204"	-0.132366
"SNP205"	-0.132366
"SNP206"	-0.132366
"SNP207"	-0.132366
"SNP208"	-0.132366
"SNP209"	-0.132366
"SNP210"	-0.132366
"SNP211"	-0.132366
"SNP212"	-0.132366
"SNP213"	-0.132366
"SNP214"	-0.132366
"SNP215"	-0.132366
"SNP216"	-0.132366
"SNP217"	-0.132366
"SNP218"	-0.132366
"SNP219"	-0.132366
"SNP220"	-0.132366
"SNP221"	-0.132366
"SNP222"	-0.132366
"SNP223"	-0.132366
"SNP224"	-0.132366
"SNP225"	-0.132366
"SNP226"	-0.132366
"SNP227"	-0.132366
"SNP228"	-0.132366
"SNP229"	-0.132366
"SNP230"	-0.132366
"SNP231"	-0.132366
"SNP232"	-0.132366
"SNP233"	-0.132366
"SNP234"	-0.132366
"SNP235"	-0.132366
"SNP236"	-0.132366
"SNP237"	-0.132366
"SNP238"	-0.132366
"SNP239"	-0.132366
"SNP240"	-0.132366
"SNP241"	-0.132366
"SNP242"	-0.132366
"SNP243"	-0.132366
"SNP244"	-0.132366
"SNP245"	-0.132366
"SNP246"	-0.132366
"SNP247"	-0.132366
"SNP248"	-0.132366
"SNP249"	-0.132366
"SNP250"	-0.132366
"SNP251"	-0.132366
"SNP252"	-0.132366
"SNP253"	-0.132366
"SNP254"	-0.132366
"SNP255"	-0.132366
"SNP256"	-0.132366
"SNP257"	-0.132366
"SNP258"	-0.132366
"SNP259"	-0.132366
"SNP260"	-0.132366
"SNP261"	-0.132366
"SNP262"	-0.132366
"SNP263"	-0.132366
"SNP264"	-0.132366
"SNP265"	-0.132366
"SNP266"	-0.132366
"SNP267"	-0.132366
"SNP268"	-0.132366
"SNP269"	-0.132366
"SNP270"	-0.132366
"SNP271"	-0.132366
"SNP272"	-0.132366
"SNP273"	-0.132366
"SNP274"	-0.132366
"SNP275"	-0.132366
"SNP276"	-0.132366
"SNP277"	-0.132366
"SNP278"	-0.132366
"SNP279"	-0.132366
"SNP280"	-0.132366
"SNP281"	-0.132366
"SNP282"	-0.132366
"SNP283"	-0.132366
"SNP284"	-0.132366
"SNP285"	-0.132366
"SNP286"	-0.132366
"SNP287"	-0.132366
"SNP288"	-0.132366
"SNP289"	-0.132366
"SNP290"	-0.132366
"SNP291"	-0.132366
"SNP292"	-0.132366
"SNP293"	-0.132366
"SNP294"	-0.132366
"SNP295"	-0.132366
"SNP296"	-0.132366
"SNP297"	-0.132366
"SNP298"	-0.132366
"SNP299"	-0.132366
"SNP300"	-0.132366
"SNP301"	-0.132366
"SNP302"	-0.132366
"SNP303"	-0.132366
"SNP304"	-0.132366
"SNP305"	-0.132366
"SNP306"	0.435052842105263
"SNP307"	0.435052842105263
"SNP308"	0.435052842105263
"SNP309"	0.435052842105263
"SNP310"	0.435052842105263
"SNP311"	0.435052842105263
"SNP312"	0.435052842105263
"SNP313"	0.435052842105263
"SNP314"	0.435052842105263
"SNP315"	0.435052842105263
"SNP316"	0.435052842105263
"SNP317"	0.435052842105263
"SNP318"	0.435052842105263
"SNP319"	0.435052842105263
"SNP320"	0.435052842105263
"SNP321"	0.435052842105263
"SNP322"	0.435052842105263
"SNP323"	0.435052842105263
"SNP324"	0.435052842105263
"SNP325"	0.435052842105263
"SNP326"	0.435052842105263
"SNP327"	0.435052842105263
"SNP328"	0.435052842105263
"SNP329"	0.435052842105263
"SNP330"	0.435052842105263
"SNP331"	0.435052842105263
"SNP332"	0.435052842105263
"SNP333"	0.435052842105263
"SNP334"	0.435052842105263
"SNP335"	0.435052842105263
"SNP336"	0.435052842105263
"SNP337"	0.435052842105263
"SNP338"	0.435052842105263
"SNP339"	0.435052842105263
"SNP340"	0.435052842105263
"SNP341"	0.435052842105263
"SNP342"	0.435052842105263
"SNP343"	0.435052842105263
"SNP344"	0.435052842105263
"SNP345"	0.435052842105263
"SNP346"	0.435052842105263
"SNP347"	0.435052842105263
"SNP348"	0.435052842105263
"SNP349"	0.435052842105263
"SNP350"	0.435052842105263
"SNP351"	0.435052842105263
"SNP352"	0.435052842105263
"SNP353"	0.435052842105263
"SNP354"	0.435052842105263
"SNP355"	0.435052842105263
"SNP356"	0.435052842105263
"SNP357"	0.435052842105263
"SNP358"	0.435052842105263
"SNP359"	0.435052842105263
"SNP360"	0.435052842105263
"SNP361"	0.435052842105263
"SNP362"	0.435052842105263
"SNP363"	0.435052842105263
"SNP364"	0.435052842105263
"SNP365"	0.435052842105263
"SNP366"	0.435052842105263
"SNP367"	0.435052842105263
"SNP368"	0.435052842105263
"SNP369"	0.435052842105263
"SNP370"	0.435052842105263
"SNP371"	0.435052842105263
"SNP372"	0.435052842105263
"SNP373"	0.435052842105263
"SNP374"	0.435052842105263
"SNP375"	0.435052842105263
"SNP376"	0.435052842105263
"SNP377"	0.435052842105263
"SNP378"	0.435052842105263
"SNP379"	0.435052842105263
"SNP380"	0.435052842105263
"SNP381"	0.435052842105263
"SNP382"	0.435052842105263
"SNP383"	0.435052842105263
"SNP384"	0.435052842105263
"SNP385"	0.435052842105263
"SNP386"	0.435052842105263
